,Gender,Age,CategorizedAge,Geography,Balance,EstimatedSalary,CreditScore,CategorizedCreditScore,NumOfProducts,HasCrCard,Tenure,IsActiveMember,Exited
292,Male,27,Early Career Adults,France,0.0,51285.49,583,Fair,2,Yes,7,No,No
293,Female,34,Early Career Adults,Spain,112822.26,150401.53,750,Very Good,1,No,9,No,Yes
294,Male,38,Mid-Career Adults,France,0.0,112491.96,681,Good,2,Yes,3,Yes,No
295,Male,25,Early Career Adults,France,135903.33,73656.38,773,Very Good,1,Yes,2,No,No
296,Female,31,Early Career Adults,France,125169.26,106636.89,714,Good,1,Yes,4,Yes,No
297,Female,44,Mid-Career Adults,Spain,0.0,155853.52,687,Good,3,Yes,7,No,Yes
298,Male,58,Near-Retirement Adults,France,149117.31,162599.51,511,Poor,1,Yes,0,Yes,No
299,Male,33,Early Career Adults,France,0.0,103737.82,627,Fair,2,Yes,5,Yes,No
300,Female,31,Early Career Adults,France,0.0,160990.27,694,Good,2,Yes,10,No,No
301,Female,36,Mid-Career Adults,Spain,132311.71,15462.84,616,Fair,1,No,6,No,No
302,Male,35,Mid-Career Adults,France,0.0,10334.05,687,Good,2,Yes,8,No,No
303,Female,33,Early Career Adults,France,0.0,190686.16,712,Good,2,Yes,6,Yes,No
304,Male,33,Early Career Adults,France,118082.89,94440.45,553,Poor,1,No,4,No,No
305,Male,31,Early Career Adults,France,119266.69,28257.63,667,Fair,1,Yes,1,Yes,No
306,Male,43,Mid-Career Adults,France,0.0,170034.95,731,Good,1,Yes,2,Yes,Yes
307,Male,35,Mid-Career Adults,Germany,156847.29,31824.29,629,Fair,2,Yes,7,No,No
308,Male,50,Late Career Adults,France,137104.47,127166.49,614,Fair,1,Yes,4,No,Yes
309,Male,31,Early Career Adults,Germany,78398.69,44937.01,438,Poor,1,Yes,8,No,No
310,Female,80,Retired Adults,France,0.0,188603.07,652,Fair,2,Yes,4,Yes,No
311,Male,30,Early Career Adults,Germany,63669.42,145111.37,729,Good,1,Yes,6,No,No
312,Male,38,Mid-Career Adults,France,0.0,171463.83,642,Fair,2,No,3,No,No
313,Female,59,Near-Retirement Adults,Germany,135296.33,182822.5,806,Exceptional,1,Yes,0,No,No
314,Male,36,Mid-Career Adults,Spain,153804.44,87213.33,744,Very Good,1,Yes,2,Yes,No
315,Male,37,Mid-Career Adults,Spain,0.0,57175.32,474,Poor,2,No,3,No,No
316,Male,49,Late Career Adults,France,147069.78,120540.83,559,Poor,1,Yes,2,No,Yes
317,Male,42,Mid-Career Adults,Spain,0.0,28714.34,706,Good,2,Yes,9,Yes,No
318,Female,22,Young Adults,Spain,0.0,85426.28,628,Fair,1,Yes,3,No,No
319,Male,24,Young Adults,France,95741.75,46170.75,429,Poor,1,Yes,4,No,No
320,Female,57,Near-Retirement Adults,Spain,145965.33,64448.36,525,Poor,1,Yes,2,Yes,No
321,Female,30,Early Career Adults,France,141441.75,16278.97,680,Good,1,Yes,8,Yes,No
322,Male,40,Mid-Career Adults,France,139290.41,182855.42,749,Very Good,1,Yes,1,No,Yes
323,Female,31,Early Career Adults,France,0.0,50404.72,763,Very Good,2,No,4,No,No
324,Male,30,Early Career Adults,France,0.0,107640.25,734,Good,2,Yes,3,No,No
325,Male,35,Mid-Career Adults,France,144428.87,134132.65,716,Good,1,Yes,4,No,No
326,Male,35,Mid-Career Adults,France,0.0,103480.69,594,Fair,2,Yes,2,No,No
327,Female,46,Late Career Adults,France,95441.27,108761.05,644,Fair,1,Yes,9,No,Yes
328,Male,35,Mid-Career Adults,Germany,144848.74,179012.3,671,Good,1,Yes,1,Yes,No
329,Male,26,Early Career Adults,Germany,116244.14,95145.14,664,Fair,2,Yes,7,Yes,No
330,Male,50,Late Career Adults,France,0.0,72143.44,656,Fair,2,No,7,Yes,No
331,Female,40,Mid-Career Adults,Spain,146502.07,19162.89,667,Fair,1,Yes,1,No,No
332,Male,44,Mid-Career Adults,Germany,117028.6,144680.18,663,Fair,2,No,2,Yes,No
333,Female,30,Early Career Adults,Germany,112013.81,177772.03,584,Fair,1,Yes,8,No,Yes
334,Female,37,Mid-Career Adults,Spain,108269.37,5597.94,626,Fair,1,Yes,6,No,No
335,Male,29,Early Career Adults,France,182123.79,116828.51,485,Poor,1,Yes,7,No,Yes
336,Female,32,Early Career Adults,Germany,150923.74,174652.51,659,Fair,2,No,3,Yes,No
337,Male,33,Early Career Adults,France,0.0,2010.98,649,Fair,2,Yes,2,No,No
338,Female,39,Mid-Career Adults,Spain,165272.13,14109.85,805,Exceptional,1,Yes,5,No,Yes
339,Female,39,Mid-Career Adults,Germany,115301.31,43527.4,716,Good,1,Yes,10,No,Yes
340,Female,40,Mid-Career Adults,Germany,129502.49,86099.23,642,Fair,2,No,6,Yes,Yes
341,Male,31,Early Career Adults,France,118342.26,161574.19,659,Fair,1,No,4,No,No
342,Female,47,Late Career Adults,Spain,0.0,38970.14,545,Poor,2,Yes,5,Yes,No
343,Male,22,Young Adults,France,0.0,127587.22,543,Poor,2,No,8,No,No
344,Female,25,Early Career Adults,France,0.0,30380.12,718,Good,2,Yes,7,No,No
345,Female,43,Mid-Career Adults,France,0.0,90908.95,840,Exceptional,2,Yes,7,No,No
346,Female,34,Early Career Adults,Germany,106937.05,138275.01,630,Fair,2,Yes,9,No,No
347,Male,59,Near-Retirement Adults,Germany,170331.37,32171.79,643,Fair,1,Yes,3,Yes,No
348,Female,32,Early Career Adults,Germany,114510.85,126143.23,654,Fair,1,Yes,1,Yes,No
349,Male,39,Mid-Career Adults,France,0.0,129892.93,582,Fair,2,Yes,5,Yes,No
350,Male,32,Early Career Adults,Spain,107594.11,102416.84,659,Fair,2,Yes,3,Yes,No
351,Male,39,Mid-Career Adults,Spain,81273.13,18719.67,762,Very Good,1,Yes,2,Yes,No
352,Female,32,Early Career Adults,Spain,169399.6,61936.22,568,Poor,1,Yes,7,No,No
353,Male,25,Early Career Adults,Spain,0.0,78358.94,670,Good,2,Yes,6,Yes,No
354,Female,45,Late Career Adults,France,187841.99,147224.27,613,Fair,2,Yes,1,Yes,No
355,Male,30,Early Career Adults,France,0.0,160979.66,539,Poor,2,Yes,0,No,No
356,Female,57,Near-Retirement Adults,Spain,126776.3,132298.49,850,Exceptional,2,Yes,8,Yes,No
357,Male,34,Early Career Adults,Spain,126436.29,174248.52,522,Poor,1,Yes,9,No,Yes
358,Male,41,Mid-Career Adults,France,101960.74,123547.28,737,Good,1,Yes,1,Yes,No
359,Male,58,Near-Retirement Adults,France,0.0,32790.02,520,Poor,2,No,3,Yes,No
360,Male,28,Early Career Adults,Spain,0.0,181543.67,706,Good,2,No,3,Yes,No
361,Female,45,Late Career Adults,Germany,150842.93,2319.96,643,Fair,1,No,2,Yes,Yes
362,Female,50,Late Career Adults,France,102535.57,189543.19,648,Fair,1,Yes,9,Yes,No
363,Female,29,Early Career Adults,Germany,99027.61,10940.4,443,Poor,2,Yes,9,No,No
364,Male,68,Retired Adults,France,0.0,199493.38,640,Fair,2,Yes,9,Yes,No
365,Female,33,Early Career Adults,Spain,0.0,188193.25,628,Fair,1,Yes,3,Yes,No
366,Female,42,Mid-Career Adults,Germany,87271.41,172572.64,540,Poor,2,Yes,9,No,No
367,Female,35,Mid-Career Adults,Germany,102742.91,189339.6,460,Poor,2,Yes,8,Yes,No
368,Male,34,Early Career Adults,Germany,40105.51,53512.16,636,Fair,2,No,2,Yes,No
369,Female,29,Early Career Adults,France,152265.43,34004.44,593,Fair,1,Yes,2,No,No
370,Male,42,Mid-Career Adults,Spain,141947.67,10598.29,801,Exceptional,1,Yes,4,Yes,No
371,Female,75,Retired Adults,Germany,106307.91,113428.77,640,Fair,2,No,1,Yes,No
372,Male,31,Early Career Adults,Germany,107884.81,183487.98,611,Fair,2,Yes,0,Yes,No
373,Male,31,Early Career Adults,Germany,125013.72,187658.09,802,Exceptional,1,Yes,1,Yes,No
374,Male,35,Mid-Career Adults,Germany,58469.37,172459.39,717,Good,2,Yes,7,Yes,No
375,Female,39,Mid-Career Adults,France,0.0,21016.0,769,Very Good,1,No,8,Yes,No
376,Male,45,Late Career Adults,Germany,117231.63,122381.02,745,Very Good,3,Yes,10,Yes,Yes
377,Male,35,Mid-Career Adults,Spain,152390.26,128123.66,572,Poor,1,Yes,4,No,No
378,Female,30,Early Career Adults,Spain,34013.63,19570.63,629,Fair,1,Yes,2,No,No
379,Female,39,Mid-Career Adults,Spain,0.0,188150.6,687,Good,3,No,2,No,Yes
380,Female,50,Late Career Adults,France,0.0,111020.24,483,Poor,2,Yes,9,Yes,No
381,Male,36,Mid-Career Adults,France,101583.11,123775.15,690,Good,2,Yes,7,No,No
382,Female,30,Early Career Adults,Germany,77168.87,146700.22,492,Poor,2,No,10,Yes,No
383,Male,28,Early Career Adults,Germany,124695.72,145251.35,709,Good,2,Yes,8,No,No
384,Male,44,Mid-Career Adults,Germany,105934.96,82463.69,705,Good,1,Yes,3,No,No
385,Female,66,Retired Adults,France,0.0,15928.49,560,Poor,1,Yes,9,Yes,No
386,Male,46,Late Career Adults,Spain,0.0,45886.33,611,Fair,2,Yes,6,No,No
387,Male,62,Near-Retirement Adults,Spain,0.0,186489.95,730,Good,2,Yes,2,Yes,No
388,Female,45,Late Career Adults,Spain,0.0,162922.65,709,Good,2,No,2,Yes,No
389,Female,21,Young Adults,France,161525.96,9262.77,544,Poor,2,Yes,10,No,No
390,Female,29,Early Career Adults,Germany,147199.07,84932.4,712,Good,1,Yes,7,Yes,No
391,Male,38,Mid-Career Adults,Germany,183102.29,71557.12,752,Very Good,1,Yes,3,Yes,No
392,Male,46,Late Career Adults,Spain,127209.0,77405.95,648,Fair,2,Yes,9,No,Yes
393,Male,38,Mid-Career Adults,Spain,0.0,417.41,556,Poor,2,No,8,No,Yes
394,Female,24,Young Adults,Spain,97378.54,71405.17,594,Fair,1,Yes,0,Yes,No
395,Female,37,Mid-Career Adults,Germany,136925.09,153400.24,645,Fair,2,No,2,Yes,No
396,Male,33,Early Career Adults,France,54503.55,371.05,557,Poor,1,Yes,3,Yes,No
397,Male,32,Early Career Adults,Germany,155726.85,67789.99,547,Poor,1,Yes,8,No,No
398,Female,39,Mid-Career Adults,France,0.0,145894.9,701,Good,2,No,9,Yes,No
399,Female,66,Retired Adults,France,135842.41,183840.51,616,Fair,1,Yes,1,No,Yes
400,Male,52,Late Career Adults,France,63349.75,108887.44,605,Fair,1,Yes,1,No,No
401,Female,38,Mid-Career Adults,Germany,129499.42,154071.27,593,Fair,1,Yes,4,Yes,No
402,Male,52,Late Career Adults,Spain,0.0,179291.85,751,Very Good,2,No,8,Yes,No
403,Male,36,Mid-Career Adults,Spain,70438.01,56937.43,443,Poor,2,No,6,Yes,No
404,Male,23,Young Adults,France,0.0,112239.03,685,Good,2,Yes,8,Yes,No
405,Male,36,Mid-Career Adults,France,0.0,45909.87,718,Good,1,Yes,9,No,No
406,Female,49,Late Career Adults,Spain,141434.04,173779.25,538,Poor,1,No,9,No,Yes
407,Female,37,Mid-Career Adults,Spain,0.0,125696.26,611,Fair,2,Yes,4,No,No
408,Male,37,Mid-Career Adults,Germany,152958.29,159585.61,668,Fair,2,Yes,10,Yes,No
409,Female,41,Mid-Career Adults,Germany,138306.34,106761.47,537,Poor,1,Yes,3,No,No
410,Male,23,Young Adults,Spain,0.0,129590.18,709,Good,2,No,10,No,No
411,Male,38,Mid-Career Adults,France,0.0,80006.65,850,Exceptional,2,Yes,1,Yes,No
412,Female,31,Early Career Adults,Spain,124328.84,140451.52,745,Very Good,1,Yes,3,Yes,No
413,Female,41,Mid-Career Adults,Germany,181461.48,187929.43,693,Good,3,Yes,9,Yes,Yes
414,Male,35,Mid-Career Adults,Spain,0.0,167155.36,795,Very Good,2,Yes,8,No,No
415,Male,26,Early Career Adults,Spain,0.0,191420.71,626,Fair,2,No,8,No,No
416,Female,61,Near-Retirement Adults,Germany,110368.03,11384.45,487,Poor,1,No,5,No,Yes
417,Female,39,Mid-Career Adults,France,89588.35,94898.1,556,Poor,1,Yes,9,Yes,No
418,Female,46,Late Career Adults,France,0.0,106781.59,643,Fair,2,No,6,No,No
419,Female,28,Early Career Adults,France,0.0,159508.52,605,Fair,2,No,6,No,No
420,Female,60,Near-Retirement Adults,Germany,115924.89,93524.19,756,Very Good,1,Yes,3,No,Yes
421,Female,38,Mid-Career Adults,France,0.0,87168.46,586,Fair,2,Yes,2,No,No
422,Male,40,Mid-Career Adults,Germany,111756.5,8128.32,535,Poor,1,Yes,7,No,Yes
423,Female,35,Mid-Career Adults,France,0.0,125518.32,678,Good,1,Yes,4,No,No
424,Male,39,Mid-Career Adults,France,0.0,48963.59,596,Fair,1,Yes,9,No,No
425,Male,26,Early Career Adults,France,162923.85,98368.24,648,Fair,1,Yes,9,No,No
426,Male,39,Mid-Career Adults,Germany,124576.65,148584.61,492,Poor,2,Yes,10,No,No
427,Male,45,Late Career Adults,France,80793.58,27474.81,702,Good,1,Yes,0,Yes,No
428,Female,40,Mid-Career Adults,Germany,71340.09,76192.21,486,Poor,1,Yes,9,No,No
429,Male,40,Mid-Career Adults,Germany,99282.63,134600.94,568,Poor,1,No,1,No,Yes
430,Male,57,Near-Retirement Adults,Germany,137946.39,72467.99,619,Fair,1,Yes,3,Yes,Yes
431,Male,41,Mid-Career Adults,Germany,127892.57,199645.45,724,Good,2,No,2,Yes,No
432,Female,33,Early Career Adults,Germany,101084.36,42749.85,548,Poor,1,Yes,0,No,No
433,Female,37,Mid-Career Adults,Germany,114754.08,136050.44,545,Poor,1,Yes,8,No,Yes
434,Male,33,Early Career Adults,France,0.0,73564.44,683,Good,1,No,8,No,No
435,Female,51,Late Career Adults,France,99286.98,85578.63,762,Very Good,1,No,3,Yes,No
436,Female,30,Early Career Adults,Germany,79871.02,129826.89,627,Fair,2,Yes,4,No,No
437,Male,35,Mid-Career Adults,France,104088.59,119666.0,516,Poor,2,No,10,No,No
438,Female,38,Mid-Career Adults,France,168190.33,68052.08,800,Exceptional,2,Yes,2,No,No
439,Female,42,Mid-Career Adults,Germany,85679.25,164104.74,464,Poor,1,Yes,3,Yes,No
440,Female,35,Mid-Career Adults,France,0.0,80190.36,626,Fair,1,No,3,No,No
441,Female,31,Early Career Adults,France,0.0,84126.75,790,Very Good,2,Yes,9,No,No
442,Female,34,Early Career Adults,France,121551.58,70179.0,534,Poor,2,Yes,7,Yes,No
443,Male,46,Late Career Adults,France,122220.19,118024.1,745,Very Good,1,Yes,2,Yes,No
444,Male,47,Late Career Adults,Spain,116528.15,145704.19,553,Poor,1,No,3,No,Yes
445,Female,26,Early Career Adults,France,77780.29,183049.41,748,Very Good,1,No,1,Yes,No
446,Male,37,Mid-Career Adults,France,0.0,120906.83,722,Good,1,No,2,No,No
447,Male,40,Mid-Career Adults,France,125832.2,100433.83,501,Poor,1,Yes,4,Yes,No
448,Female,38,Mid-Career Adults,France,68065.8,138777.0,675,Good,1,No,6,No,Yes
449,Female,47,Late Career Adults,Spain,127299.34,124694.99,778,Very Good,2,Yes,6,No,No
450,Female,38,Mid-Career Adults,Germany,174937.64,40084.32,494,Poor,1,Yes,7,No,No
451,Male,40,Mid-Career Adults,France,0.0,119232.33,850,Exceptional,2,No,9,Yes,No
452,Male,31,Early Career Adults,Spain,110071.1,43921.36,592,Fair,1,No,7,No,No
453,Female,44,Mid-Career Adults,Spain,139432.37,62222.81,590,Fair,1,Yes,3,No,No
454,Female,39,Mid-Career Adults,France,127357.76,56577.0,758,Very Good,1,No,6,Yes,No
455,Male,36,Mid-Career Adults,France,0.0,164253.35,506,Poor,2,Yes,5,No,No
456,Male,33,Early Career Adults,France,0.0,7666.73,733,Good,1,Yes,3,Yes,No
457,Male,38,Mid-Career Adults,France,0.0,68487.51,711,Good,2,Yes,3,No,No
458,Male,43,Mid-Career Adults,Germany,95556.31,199273.98,514,Poor,1,No,1,Yes,Yes
459,Male,37,Mid-Career Adults,Spain,0.0,186062.36,637,Fair,1,Yes,8,Yes,No
460,Male,29,Early Career Adults,Germany,111681.98,195711.16,468,Poor,2,Yes,1,Yes,No
461,Male,39,Mid-Career Adults,France,0.0,36692.17,539,Poor,2,Yes,3,No,No
462,Female,25,Early Career Adults,Spain,108738.71,106920.57,509,Poor,2,Yes,3,No,No
463,Female,32,Early Career Adults,France,133950.37,48725.68,662,Fair,1,Yes,4,Yes,Yes
464,Male,26,Early Career Adults,Spain,0.0,167036.94,818,Exceptional,2,Yes,4,Yes,No
465,Male,33,Early Career Adults,France,89968.69,68777.26,608,Fair,1,Yes,9,No,No
466,Female,32,Early Career Adults,Spain,0.0,18924.92,850,Exceptional,2,Yes,9,Yes,No
467,Female,38,Mid-Career Adults,Germany,130878.75,71905.77,816,Exceptional,3,Yes,5,No,Yes
468,Male,35,Mid-Career Adults,France,0.0,64833.28,536,Poor,2,Yes,8,No,No
469,Male,35,Mid-Career Adults,France,0.0,184843.77,753,Very Good,2,Yes,3,Yes,No
470,Male,27,Early Career Adults,Spain,134169.62,176730.02,631,Fair,1,Yes,10,Yes,No
471,Male,37,Mid-Career Adults,France,149762.08,20629.4,703,Good,1,Yes,1,No,Yes
472,Male,26,Early Career Adults,France,93844.69,28415.36,774,Very Good,1,Yes,2,No,No
473,Male,28,Early Career Adults,France,0.0,77231.27,785,Very Good,2,Yes,8,No,No
474,Female,33,Early Career Adults,France,0.0,102750.7,571,Poor,2,Yes,1,No,No
475,Male,46,Late Career Adults,Germany,141078.37,34580.8,621,Fair,1,No,6,No,Yes
476,Female,31,Early Career Adults,Germany,117992.59,183598.77,605,Fair,1,Yes,1,Yes,No
477,Female,40,Mid-Career Adults,France,100812.33,147358.27,611,Fair,2,Yes,8,No,No
478,Male,38,Mid-Career Adults,France,0.0,108469.2,569,Poor,1,Yes,7,Yes,No
479,Male,29,Early Career Adults,France,80262.6,20612.82,658,Fair,1,Yes,4,Yes,No
480,Male,34,Early Career Adults,Spain,156478.62,181196.76,788,Very Good,1,No,6,Yes,No
481,Female,23,Young Adults,France,0.0,160249.1,525,Poor,2,Yes,5,No,No
482,Male,37,Mid-Career Adults,France,0.0,110783.28,798,Very Good,3,No,8,No,No
483,Male,37,Mid-Career Adults,Germany,115217.99,144995.33,486,Poor,2,Yes,9,No,No
484,Male,61,Near-Retirement Adults,Spain,0.0,150227.85,615,Fair,2,Yes,9,No,Yes
485,Female,35,Mid-Career Adults,France,155470.55,53718.28,730,Good,1,Yes,0,Yes,No
486,Male,37,Mid-Career Adults,France,0.0,75248.3,641,Fair,2,Yes,7,No,No
487,Male,39,Mid-Career Adults,France,135096.77,14353.43,542,Poor,1,Yes,3,Yes,Yes
488,Male,30,Early Career Adults,France,0.0,130486.57,692,Good,2,No,2,Yes,No
489,Female,55,Near-Retirement Adults,Germany,180075.22,100127.71,714,Good,1,Yes,9,Yes,No
490,Male,29,Early Career Adults,Spain,97541.24,196356.17,591,Fair,1,Yes,1,Yes,No
491,Female,41,Mid-Career Adults,France,156067.05,9983.88,710,Good,1,Yes,2,Yes,No
492,Female,38,Mid-Career Adults,France,81550.94,118974.77,639,Fair,2,No,4,Yes,No
493,Female,47,Late Career Adults,France,0.0,194998.34,531,Poor,1,No,6,No,Yes
494,Female,38,Mid-Career Adults,France,170061.92,134901.34,673,Good,2,No,2,No,Yes
495,Male,36,Mid-Career Adults,Germany,92310.54,72924.56,765,Very Good,2,Yes,8,Yes,No
496,Female,32,Early Career Adults,France,169089.38,101057.95,622,Fair,2,Yes,6,No,No
497,Male,40,Mid-Career Adults,France,80613.93,142838.64,806,Exceptional,1,Yes,5,Yes,No
498,Male,26,Early Career Adults,Germany,121581.56,127059.04,757,Very Good,2,Yes,8,Yes,No
499,Female,58,Near-Retirement Adults,France,0.0,116503.92,570,Poor,1,No,8,Yes,Yes
500,Male,32,Early Career Adults,Spain,0.0,54405.79,555,Poor,2,Yes,4,Yes,No
501,Male,54,Late Career Adults,France,0.0,88721.84,692,Good,2,Yes,5,Yes,No
502,Male,60,Near-Retirement Adults,France,85891.55,74135.48,774,Very Good,1,Yes,5,No,Yes
503,Male,44,Mid-Career Adults,Spain,77637.35,111346.22,638,Fair,2,Yes,9,Yes,No
504,Female,41,Mid-Career Adults,Spain,0.0,194902.16,543,Poor,1,No,4,No,No
505,Male,31,Early Career Adults,France,0.0,31474.27,584,Fair,2,Yes,5,No,No
506,Male,30,Early Career Adults,Germany,116927.89,21198.39,691,Good,1,Yes,7,No,No
507,Female,40,Mid-Career Adults,Germany,137326.65,186976.6,684,Good,1,Yes,6,No,No
508,Male,22,Young Adults,France,0.0,117202.19,733,Good,2,Yes,5,Yes,No
509,Female,37,Mid-Career Adults,Spain,0.0,143739.29,599,Fair,2,Yes,2,Yes,No
510,Female,31,Early Career Adults,Germany,67238.98,161811.23,524,Poor,2,Yes,10,Yes,No
511,Female,38,Mid-Career Adults,Germany,86569.76,98090.91,632,Fair,2,Yes,6,No,No
512,Male,34,Early Career Adults,Spain,0.0,71095.41,735,Good,2,No,5,No,No
513,Male,34,Early Career Adults,France,133598.4,13107.24,734,Good,1,Yes,6,Yes,No
514,Female,51,Late Career Adults,France,136188.78,67110.59,605,Fair,1,Yes,3,Yes,Yes
515,Male,38,Mid-Career Adults,Spain,0.0,88225.02,793,Very Good,2,Yes,9,No,No
516,Female,56,Near-Retirement Adults,France,0.0,62256.87,468,Poor,3,No,10,Yes,Yes
517,Male,37,Mid-Career Adults,Germany,120092.52,135925.72,779,Very Good,2,Yes,7,No,No
518,Male,48,Late Career Adults,France,101238.24,177815.87,698,Good,2,No,4,Yes,Yes
519,Male,58,Near-Retirement Adults,France,89685.92,126471.13,707,Good,1,No,6,Yes,No
520,Female,35,Mid-Career Adults,France,211774.31,188574.12,850,Exceptional,1,Yes,1,No,Yes
521,Male,56,Near-Retirement Adults,France,131317.48,119175.45,850,Exceptional,1,Yes,7,Yes,No
522,Male,37,Mid-Career Adults,Spain,93722.73,139093.73,527,Poor,2,Yes,5,Yes,No
523,Male,32,Early Career Adults,Germany,101160.99,115916.55,696,Good,1,Yes,8,Yes,No
524,Male,48,Late Career Adults,France,120320.54,96463.25,661,Fair,1,No,3,No,No
525,Female,31,Early Career Adults,France,0.0,112349.51,776,Very Good,2,Yes,2,Yes,No
526,Male,43,Mid-Career Adults,France,0.0,165303.79,701,Good,2,Yes,2,Yes,No
527,Male,26,Early Career Adults,France,0.0,166031.08,610,Fair,2,Yes,8,No,No
528,Female,48,Late Career Adults,Germany,152827.99,38411.79,572,Poor,1,Yes,3,No,Yes
529,Male,30,Early Career Adults,France,64097.75,77783.35,673,Good,1,Yes,1,Yes,No
530,Female,57,Near-Retirement Adults,Spain,119035.35,29871.79,519,Poor,2,Yes,2,Yes,No
531,Female,26,Early Career Adults,Spain,135219.57,59747.63,702,Good,1,No,4,Yes,No
532,Male,32,Early Career Adults,France,93694.42,79919.13,729,Good,1,Yes,6,Yes,No
533,Male,35,Mid-Career Adults,Spain,59408.63,76773.53,543,Poor,1,Yes,10,No,No
534,Female,40,Mid-Career Adults,France,114354.95,54018.93,550,Poor,1,Yes,7,No,No
535,Male,59,Near-Retirement Adults,France,0.0,70649.64,608,Fair,1,Yes,1,No,Yes
536,Male,35,Mid-Career Adults,Germany,128173.9,59093.39,639,Fair,2,Yes,10,No,No
537,Male,34,Early Career Adults,Spain,0.0,127569.8,686,Good,2,Yes,9,No,No
538,Female,62,Near-Retirement Adults,Germany,114931.35,18260.98,564,Poor,3,No,5,Yes,Yes
539,Female,28,Early Career Adults,Germany,111071.36,73275.96,745,Very Good,1,Yes,1,No,Yes
540,Male,37,Mid-Career Adults,France,151226.18,136129.49,833,Exceptional,2,Yes,8,Yes,No
541,Male,26,Early Career Adults,France,0.0,153237.59,622,Fair,2,Yes,9,Yes,No
542,Female,42,Mid-Career Adults,France,64740.12,106841.12,597,Fair,1,Yes,4,Yes,No
543,Male,51,Late Career Adults,Spain,169312.13,109078.35,721,Good,1,Yes,0,No,Yes
544,Female,49,Late Career Adults,France,0.0,87822.14,504,Poor,3,No,7,Yes,Yes
545,Female,44,Mid-Career Adults,Spain,112652.08,126644.98,842,Exceptional,2,Yes,2,No,No
546,Male,38,Mid-Career Adults,France,0.0,47414.15,587,Fair,2,Yes,0,No,No
547,Female,30,Early Career Adults,Germany,143964.36,41879.99,479,Poor,2,Yes,7,No,No
548,Male,49,Late Career Adults,France,122451.46,75808.1,508,Poor,2,Yes,7,Yes,No
549,Male,24,Young Adults,France,0.0,47911.03,749,Very Good,3,Yes,1,Yes,No
550,Female,36,Mid-Career Adults,Germany,65253.07,28737.78,721,Good,2,Yes,3,No,No
551,Male,47,Late Career Adults,Germany,106901.94,2079.2,674,Good,1,Yes,6,Yes,Yes
552,Female,25,Early Career Adults,Spain,128509.63,121562.33,685,Good,1,Yes,10,No,No
553,Male,34,Early Career Adults,France,0.0,55003.79,417,Poor,2,Yes,7,No,No
554,Male,33,Early Career Adults,Germany,129834.67,193131.42,574,Poor,1,Yes,3,No,No
555,Female,51,Late Career Adults,Spain,154962.99,191932.27,590,Fair,3,No,3,Yes,Yes
556,Male,40,Mid-Career Adults,Germany,138241.9,159418.1,587,Fair,2,Yes,5,No,No
557,Male,41,Mid-Career Adults,Germany,91536.93,191468.78,598,Fair,1,Yes,3,No,Yes
558,Male,53,Late Career Adults,Spain,0.0,38913.68,741,Very Good,2,Yes,3,Yes,No
559,Female,70,Retired Adults,Spain,0.0,705.18,850,Exceptional,1,Yes,5,Yes,No
560,Female,29,Early Career Adults,Germany,105204.01,138490.03,584,Fair,1,No,7,Yes,No
